<p style="text-align:justify;">$now = mktime(1, 2, 3, 4, 5, 2012);</p><p style="text-align:justify;">echo getdate($now)['hour'];</p><p style="text-align:justify;">Kết quả hiện ra màn hình là gì?</p>	NULL	Lỗi chương trình hoặc warning.	5	4	Lỗi chương trình hoặc warning.<p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: <span style="font-weight: bold;">Vì</span> hour chưa định nghĩa.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 4: Lưu trữ dữ liệu với PHP và MySQL, Mục 4.1. Form dữ liệu.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Lỗi chương trình hoặc warning.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: <span style="font-weight: bold;">Vì</span> hour chưa định nghĩa.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 4: Lưu trữ dữ liệu với PHP và MySQL, Mục 4.1. Form dữ liệu.</p>
<p style="text-align:justify;">$a = 5;</p><p style="text-align:justify;">$mess =&nbsp; "\xa9Gia tri cua a la: $a";</p><p style="text-align:justify;">echo html($mess);</p><p style="text-align:justify;">Kết quả hiện lên màn hình là gì?</p>	Lỗi chương trình.	©5	©Gia tri cua a la: $a	©Gia tri cua a la: 5	Lỗi chương trình.<p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Không có hàm html.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 4: Lưu trữ dữ liệu với PHP và MySQL, Mục 4.1. Form dữ liệu.</p>	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Lỗi chương trình.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Không có hàm html.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 4: Lưu trữ dữ liệu với PHP và MySQL, Mục 4.1. Form dữ liệu.</p>
<p style="text-align:justify;">$m = array('a'=&gt;'1', 'b'=&gt;'2');</p><p style="text-align:justify;">echo $m['a'];</p><p style="text-align:justify;">Kết quả hiện lên màn hình là gì?</p>	a	b	1	Lỗi chương trình.	1	<p><span style="font-weight: bold;">Đáp án đúng là</span>: 1</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: value của a là 1.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 4: Lưu trữ dữ liệu với PHP và MySQL, Mục 4.1. Form dữ liệu.</p>
<p style="text-align:justify;">$name = 'a|b|c|d';</p><p style="text-align:justify;">$name1 = explode('|', $name);</p><p style="text-align:justify;">$name2 = implode(' ', $name);</p><p style="text-align:justify;">echo $name2;</p><p style="text-align:justify;">Kết quả hiện lên màn hình là gì?</p>	a|b|c|d	a b c d	Lỗi chương trình hoặc warning.	abcd	Lỗi chương trình hoặc warning.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Lỗi chương trình hoặc warning.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Không truyền đủ tham số ở implode.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 4: Lưu trữ dữ liệu với PHP và MySQL, Mục 4.1. Form dữ liệu.</p>
<p style="text-align:justify;">$name = 'a|b|c|d';</p><p style="text-align:justify;">$name1 = explode('|', $name);</p><p style="text-align:justify;">$name2 = implode(' ', $name1);</p><p style="text-align:justify;">echo $name2;</p><p style="text-align:justify;">Kết quả hiện lên màn hình là gì?</p>	abcd	a b c d	Lỗi chương trình.	a|b|c|d	a b c d	<p><span style="font-weight: bold;">Đáp án đúng là</span>: a b c d</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Phá vỡ chuỗi sau đó in ra.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 4: Lưu trữ dữ liệu với PHP và MySQL, Mục 4.1. Form dữ liệu.</p>
<p style="text-align:justify;">$now = mktime(1, 2, 3, 4, 5, 2012);</p><p style="text-align:justify;">$date = getdate($now);</p><p style="text-align:justify;">$a = $date['month'];</p><p style="text-align:justify;">echo $a;</p><p style="text-align:justify;">Kết quả hiện ra màn hình là gì?</p>	2	Lỗi chương trình.	April	NULL	April	<p><span style="font-weight: bold;">Đáp án đúng là</span>: April</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: In ra giá trị của tham số tháng.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 4: Lưu trữ dữ liệu với PHP và MySQL, Mục 4.1. Form dữ liệu.</p>
<p style="text-align:justify;">$a = 5;</p><p style="text-align:justify;">$mess =&nbsp; 'Gia tri cua a la: $a';</p><p style="text-align:justify;">echo $mess;</p><p style="text-align:justify;">Kết quả hiện lên màn hình là gì?</p>	5	Gia tri cua a la: $a	Lỗi chương trình.	Gia tri cua a la: 5	Gia tri cua a la: $a	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Gia tri cua a la: $a</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: In ra chuỗi $mess</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 4: Lưu trữ dữ liệu với PHP và MySQL, Mục 4.1. Form dữ liệu.</p>
<p style="text-align:justify;">Chạy chương trình sau hiển thị kết quả gì?</p><p style="text-align:justify;">$a = 5;</p><p style="text-align:justify;">function add($b = 3){ global $a; return $a+$b; }</p><p style="text-align:justify;">$c = add(4);</p><p style="text-align:justify;">echo $c;</p>	NULL	8	9	10	9	<p><span style="font-weight: bold;">Đáp án đúng là</span>: 9</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Biến qua hàm thay đổi khi truyền tham số vì sử dụng biến toàn cục global.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 3: PHP và MySQL cơ bản, Mục 3.2.1. Biến, toán tử, cấu trúc lập trình với PHP.</p>
<p style="text-align:justify;">Chạy chương trình sau hiển thị kết quả gì?</p><p style="text-align:justify;">$a = 7;</p><p style="text-align:justify;">function add(){ $GLOBAL['a']++; }</p><p style="text-align:justify;">add($a);</p><p style="text-align:justify;">echo $a;</p>	6	8	5	Chương trình hiển thị cảnh báo và vẫn in ra giá trị biến $a	Chương trình hiển thị cảnh báo và vẫn in ra giá trị biến $a	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Chương trình hiển thị cảnh báo và vẫn in ra giá trị biến $a</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Không định nghĩa biến trong GLOBAL.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 3: PHP và MySQL cơ bản, Mục 3.2.1. Biến, toán tử, cấu trúc lập trình với PHP.</p>
<p style="text-align:justify;">Chạy chương trình sau hiển thị kết quả gì?</p><p style="text-align:justify;">class Number {</p><p style="text-align:justify;">&nbsp;&nbsp;&nbsp;&nbsp; public static $a = 5;</p><p style="text-align:justify;">&nbsp;&nbsp;&nbsp;&nbsp; public function __construct($b) { self::$a = $b + 3; }</p><p style="text-align:justify;">}</p><p style="text-align:justify;">echo Number::$a;</p>	Lỗi chương trình.	8	11	5	5	<p><span style="font-weight: bold;">Đáp án đúng là</span>: 5</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Biến a không thay đổi nên khi gọi vẫn in tra giá trị ban đầu.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 3: PHP và MySQL cơ bản, Mục 3.2.1. Biến, toán tử, cấu trúc lập trình với PHP.</p>
<p style="text-align:justify;">Điều kiện để đảm bảo khi gọi hàm không gặp lỗi là gì?</p>	Các đối số phải cùng một kiểu dữ liệu.	Các đối không cùng thứ tự với các tham số.	Các đối số phải nhỏ hơn các tham số.	Các đối số phải cùng thứ tự với các tham số.	Các đối số phải cùng thứ tự với các tham số.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Các đối số phải cùng thứ tự với các tham số.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Muốn gọi hàm không lỗi thì các đối số phải cùng thứ tự với các tham số.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 3: PHP và MySQL cơ bản, Mục 3.2.1. Biến, toán tử, cấu trúc lập trình với PHP.</p>
<p style="text-align:justify;">Chạy chương trình sau hiển thị kết quả gì?</p><p style="text-align:justify;">$a = 7;</p><p style="text-align:justify;">function add(){ global $a; $a++; }</p><p style="text-align:justify;">add($a);</p><p style="text-align:justify;">echo $a;</p>	8	7	6	Chương trình báo lỗi.	8	<p><span style="font-weight: bold;">Đáp án đúng là</span>: 8</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Sử dụng biến toàn cục để thay đổi giá trị biến a.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 3: PHP và MySQL cơ bản, Mục 3.2.1. Biến, toán tử, cấu trúc lập trình với PHP.</p>
<p style="text-align:justify;">Chạy chương trình sau hiển thị kết quả gì?</p><p style="text-align:justify;">class Number {</p><p style="text-align:justify;">&nbsp;&nbsp;&nbsp;&nbsp; public static $a = 5;</p><p style="text-align:justify;">&nbsp;&nbsp;&nbsp;&nbsp; public function __construct($b) { $a = $b + 3; }</p><p style="text-align:justify;">}</p><p style="text-align:justify;">echo Number::$a;</p>	11	8	Lỗi chương trình.	5	5	<p><span style="font-weight: bold;">Đáp án đúng là</span>: 5</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Biến a không thay đổi nên khi gọi vẫn in tra giá trị ban đầu.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 3: PHP và MySQL cơ bản, Mục 3.2.1. Biến, toán tử, cấu trúc lập trình với PHP.</p>
<p style="text-align:justify;">Chạy chương trình sau hiển thị kết quả gì?</p><p style="text-align:justify;">$a = 5;</p><p style="text-align:justify;">function add($b = 3){ global $a; return $a+$b; }</p><p style="text-align:justify;">$c = add();</p><p style="text-align:justify;">echo $a;</p>	7	NULL	5	8	5	<p><span style="font-weight: bold;">Đáp án đúng là</span>: 5</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Biến qua hàm không thay đổi do gọi hàm không truyền tham số.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 3: PHP và MySQL cơ bản, Mục 3.2.1. Biến, toán tử, cấu trúc lập trình với PHP.</p>
<p style="text-align:justify;">Chạy chương trình sau hiển thị kết quả gì?</p><p style="text-align:justify;">$a = 7;</p><p style="text-align:justify;">function add($b){ return $b++; }</p><p style="text-align:justify;">add($a);</p>	8	9	7	6	7	<p><span style="font-weight: bold;">Đáp án đúng là</span>: 7</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Hàm add không truyền tham số là biến a, do đó biến a không đổi.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 3: PHP và MySQL cơ bản, Mục 3.2.1. Biến, toán tử, cấu trúc lập trình với PHP.</p>
<p style="text-align:justify;">$m = array('a'=&gt;'1', 'b'=&gt;'2', 'c'=&gt;'3', 'd'=&gt;'4');</p><p style="text-align:justify;">echo array_shift($m);</p><p style="text-align:justify;">Kết quả hiện lên màn hình là gì?</p>	a	d	4	1	1	<p><span style="font-weight: bold;">Đáp án đúng là</span>: 1</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: array_shift in ra phần tử đầu tiên.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 4: Lưu trữ dữ liệu với PHP và MySQL, Mục 4.1. Form dữ liệu.</p>
<p style="font-weight: bold; text-align: justify;">$a = 5;</p><p style="text-align: justify;"><span id="docs-internal-guid-6ca41874-7fff-9611-8ad7-ed435aec7609" style="">$mess = &nbsp;"Gia tri cua a la: $a";</span></p><p style="font-weight: bold; text-align: justify;">echo str_replace('a', 'b', $mess);</p><p style="font-weight: bold; text-align: justify;">Kết quả hiện lên màn hình là gì?</p>	Gia tri cua b la: $a	Gia tri cua b la: $b	Lỗi chương trình.	Gia tri cua b la: 5	Gia tri cua b la: 5	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Gia tri cua b la: 5</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Thay thế chuỗi.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 4: Lưu trữ dữ liệu với PHP và MySQL, Mục 4.1. Form dữ liệu.</p>
<p style="text-align:justify;">$m = array('a'=&gt;'1', 'b'=&gt;'2');</p><p style="text-align:justify;">echo $m['1'];</p><p style="text-align:justify;">Kết quả hiện lên màn hình là gì?</p>	1	b	a	Lỗi chương trình hoặc cảnh báo.	Lỗi chương trình hoặc cảnh báo.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Lỗi chương trình hoặc cảnh báo.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Chưa định nghĩa key 1.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 4: Lưu trữ dữ liệu với PHP và MySQL, Mục 4.1. Form dữ liệu.</p>
<p style="text-align:justify;">$name = 'a|b|c|d';</p><p style="text-align:justify;">$name1 = explode('|', $name);</p><p style="text-align:justify;">$name2 = implode(' ', $name1);</p><p style="text-align:justify;">echo $name2;</p><p style="text-align:justify;">Kết quả hiện lên màn hình là gì?</p>	a b c d	a|b|c|d	Lỗi chương trình.	abcd	a b c d	<p><span style="font-weight: bold;">Đáp án đúng là</span>: a b c d</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Phá vỡ chuỗi sau đó in ra.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 4: Lưu trữ dữ liệu với PHP và MySQL, Mục 4.1. Form dữ liệu.</p>
<p style="text-align:justify;">Giả sử hiện tại là 1:04:06 sáng ngày 18/02/2012</p><p style="text-align:justify;">$now = strtotime('-2 hour');</p><p style="text-align:justify;">$date = getdate($now);</p><p style="text-align:justify;">$a = $date['day'];</p><p style="text-align:justify;">echo $a;</p><p style="text-align:justify;">Kết quả hiện ra màn hình là gì?</p>	18/2/2012	23	17	Lỗi chương trình hoặc cảnh báo.	Lỗi chương trình hoặc cảnh báo.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Lỗi chương trình hoặc cảnh báo.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Chưa định nghĩa biến day.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 4: Lưu trữ dữ liệu với PHP và MySQL, Mục 4.1. Form dữ liệu.</p>
<p style="text-align:justify;">$a = 5;</p><p style="text-align:justify;">$mess =&nbsp; ""Gia tri cua a la: $a"";</p><p style="text-align:justify;">echo $mess;</p><p style="text-align:justify;">Kết quả hiện lên màn hình là gì?</p>	5	Gia tri cua a la: 5	Gia tri cua a la: $a	Lỗi chương trình	Lỗi chương trình	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Lỗi chương trình</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Truyền biến $a vào $mess</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 4: Lưu trữ dữ liệu với PHP và MySQL, Mục 4.1. Form dữ liệu.</p>
<p style="text-align:justify;">$a = 5;</p><p style="text-align:justify;">$mess =&nbsp; "\xa9Gia tri cua a la: $a";</p><p style="text-align:justify;">echo html($mess);</p><p style="text-align:justify;">Kết quả hiện lên màn hình là gì?</p>	©5	Lỗi chương trình.	©Gia tri cua a la: 5	©Gia tri cua a la: $a	Lỗi chương trình.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Lỗi chương trình.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Không có hàm html.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 4: Lưu trữ dữ liệu với PHP và MySQL, Mục 4.1. Form dữ liệu.</p>
<p style="text-align:justify;">Chạy chương trình sau hiển thị kết quả gì?</p><p style="text-align:justify;">class Number {</p><p style="text-align:justify;">&nbsp;&nbsp;&nbsp;&nbsp; public $a = 5;</p><p style="text-align:justify;">&nbsp;&nbsp;&nbsp;&nbsp; public function __construct($b) { $a = $b + 3; }</p><p style="text-align:justify;">}</p><p style="text-align:justify;">$num = new Number();</p><p style="text-align:justify;">echo $num-&gt;a;</p>	Lỗi chương trình.	11	NULL	5	Lỗi chương trình.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Lỗi chương trình.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Lỗi vì không truyền tham số khi gọi hàm.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 3: PHP và MySQL cơ bản, Mục 3.2.1. Biến, toán tử, cấu trúc lập trình với PHP.</p>
<p style="text-align:justify;">Chạy chương trình sau hiển thị kết quả gì?</p><p style="text-align:justify;">class Number {</p><p style="text-align:justify;">&nbsp;&nbsp;&nbsp;&nbsp; public $a = 5;</p><p style="text-align:justify;">&nbsp;&nbsp;&nbsp;&nbsp; public function __construct($b) { $a = $b + 3; }</p><p style="text-align:justify;">}</p><p style="text-align:justify;">$num = new Number(8);</p><p style="text-align:justify;">echo $num-&gt;a;</p>	11	Lỗi chương trình.	8	5	5	<p><span style="font-weight: bold;">Đáp án đúng là</span>: 5</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Vẫn hiển thị giá trị ban đầu của $a ở phần định nghĩa. Giá trị $a không đổi.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 3: PHP và MySQL cơ bản, Mục 3.2.1. Biến, toán tử, cấu trúc lập trình với PHP.</p>
<p style="text-align:justify;">Chạy chương trình sau hiển thị kết quả gì?</p><p style="text-align:justify;">class Number {</p><p style="text-align:justify;">&nbsp;&nbsp;&nbsp;&nbsp; public $a = 5;</p><p style="text-align:justify;">&nbsp;&nbsp;&nbsp;&nbsp; public function __construct($b) { $a = $b + 3; }</p><p style="text-align:justify;">}</p><p style="text-align:justify;">$num1 = new Number(4);</p><p style="text-align:justify;">$num2 = $num1;</p><p style="text-align:justify;">$num2-&gt;$a + 2;</p><p style="text-align:justify;">echo $num2-&gt;a;</p>	9	4	Hiển thị cảnh báo và vẫn in ra kết quả biến.	7	Hiển thị cảnh báo và vẫn in ra kết quả biến.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Hiển thị cảnh báo và vẫn in ra kết quả biến.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Hiển thị cảnh báo ở dòng $num2-&gt;$a + 2;</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 3: PHP và MySQL cơ bản, Mục 3.2.1. Biến, toán tử, cấu trúc lập trình với PHP.</p>
<p style="text-align:justify;">Chạy chương trình sau hiển thị kết quả gì?</p><p style="text-align:justify;">class Number {</p><p style="text-align:justify;">&nbsp;&nbsp;&nbsp;&nbsp; private $a = 5;</p><p style="text-align:justify;">&nbsp;&nbsp;&nbsp;&nbsp; public function __construct($b) { $a = $b + 3; }</p><p style="text-align:justify;">}</p><p style="text-align:justify;">$num = new Number();</p><p style="text-align:justify;">echo $num-&gt;a;</p>	11	8	Chương trình báo lỗi.	5	Chương trình báo lỗi.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Chương trình báo lỗi.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Không truyền tham số vào constructor nên chương trình báo lỗi.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 3: PHP và MySQL cơ bản, Mục 3.2.1. Biến, toán tử, cấu trúc lập trình với PHP.</p>
<p style="text-align:justify;">Để viết cấu trúc lựa chọn thì có thể sử dụng phương pháp nào dưới đây?</p>	Sử dụng toán tử điều kiện.	Sử dụng cấu trúc if else.	Sử dụng cấu trúc if else, kết hợp toán tử điều kiện, hoặc dùng cấu trúc switch case.	Sử dụng cấu trúc switch case.	Sử dụng cấu trúc if else, kết hợp toán tử điều kiện, hoặc dùng cấu trúc switch case.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Sử dụng cấu trúc if else, kết hợp toán tử điều kiện, hoặc dùng cấu trúc switch case.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Cấu trúc lựa chọn có thể dùng if else hoặc switch case.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 3: PHP và MySQL cơ bản, Mục 3.2.1. Biến, toán tử, cấu trúc lập trình với PHP.</p>
<p style="text-align:justify;">Chạy chương trình sau hiển thị kết quả gì?</p><p style="text-align:justify;">class Number {</p><p style="text-align:justify;">&nbsp;&nbsp;&nbsp;&nbsp; public $a = 5;</p><p style="text-align:justify;">&nbsp;&nbsp;&nbsp;&nbsp; public function __construct($b) { $a = $b + 3; }</p><p style="text-align:justify;">}</p><p style="text-align:justify;">$num = new Number(3);</p><p style="text-align:justify;">echo $num-&gt;a;</p>	8	5	Lỗi chương trình.	11	5	<p><span style="font-weight: bold;">Đáp án đúng là</span>: 5</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Vẫn hiển thị giá trị ban đầu của $a ở phần định nghĩa. Giá trị $a không đổi.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 3: PHP và MySQL cơ bản, Mục 3.2.1. Biến, toán tử, cấu trúc lập trình với PHP.</p>
<p style="text-align:justify;">Chạy chương trình sau hiển thị kết quả gì?</p><p style="text-align:justify;">$a = 7;</p><p style="text-align:justify;">function add(&amp;$b){ return $b++; }</p><p style="text-align:justify;">add($a);</p><p style="text-align:justify;">echo $a;</p>	7	9	8	6	8	<p><span style="font-weight: bold;">Đáp án đúng là</span>: 8</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Biến a thay đổi do truyền tham chiếu.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 3: PHP và MySQL cơ bản, Mục 3.2.1. Biến, toán tử, cấu trúc lập trình với PHP.</p>
<p style="text-align:justify;">Chạy chương trình sau hiển thị kết quả gì? </p><p style="text-align:justify;">$a = 3;</p><p style="text-align:justify;">function add($b){ return $b++; }</p><p style="text-align:justify;">$a = add($a) - 2;</p><p style="text-align:justify;">echo $a;</p>	3	NULL	1	4	1	<p><span style="font-weight: bold;">Đáp án đúng là</span>: 1</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Biến a không thay đổi qua hàm add.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 3: PHP và MySQL cơ bản, Mục 3.2.1. Biến, toán tử, cấu trúc lập trình với PHP.</p>
<p style="text-align:justify;">$m = array('a', 'b', 'c', 'd');</p><p style="text-align:justify;">echo $m[1];</p><p style="text-align:justify;">Kết quả hiện lên màn hình là gì?</p>	a	Lỗi chương trình	c	b	b	<p><span style="font-weight: bold;">Đáp án đúng là</span>: b</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: In ra phần tử thứ 2.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 4: Lưu trữ dữ liệu với PHP và MySQL, Mục 4.1. Form dữ liệu.</p>
<p style="text-align:justify;">$m = array('a'=&gt;'1', 'b'=&gt;'2', 'c'=&gt;'3', 'd'=&gt;'4');</p><p style="text-align:justify;">echo array_pop($m);</p><p style="text-align:justify;">Kết quả hiện lên màn hình là gì?</p>	d	a	4	1	4	<p><span style="font-weight: bold;">Đáp án đúng là</span>: 4</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: array_pop in ra phần tử cuối cùng.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 4: Lưu trữ dữ liệu với PHP và MySQL, Mục 4.1. Form dữ liệu.</p>
<p style="text-align:justify;">$mess = (int) 'Gia tri cua a la: 5';</p><p style="text-align:justify;">echo $mess;</p><p style="text-align:justify;">Kết quả hiện lên màn hình là gì?</p>	0	Lỗi chương trình.	Gia tri cua a la:	Gia tri cua a la: 5	0	<p><span style="font-weight: bold;">Đáp án đúng là</span>: 0</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Ép kiểu chuỗi $mess sẽ thành 0.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 4: Lưu trữ dữ liệu với PHP và MySQL, Mục 4.1. Form dữ liệu.</p>
<p style="text-align:justify;">$now = mktime(1, 2, 3, 4, 5, 2012);</p><p style="text-align:justify;">$date = getdate($now);</p><p style="text-align:justify;">$a = $date['month'];</p><p style="text-align:justify;">echo $a;</p><p style="text-align:justify;">Kết quả hiện ra màn hình là gì?</p>	NULL	April	Lỗi chương trình.	2	April	<p><span style="font-weight: bold;">Đáp án đúng là</span>: April</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: In ra giá trị của tham số tháng.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 4: Lưu trữ dữ liệu với PHP và MySQL, Mục 4.1. Form dữ liệu.</p>
<p style="text-align:justify;">$m = array('a'=&gt;'1', 'b'=&gt;'2');</p><p style="text-align:justify;">echo $m['a'];</p><p style="text-align:justify;">Kết quả hiện lên màn hình là gì?</p>	1	a	Lỗi chương trình.	b	1	<p><span style="font-weight: bold;">Đáp án đúng là</span>: 1</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: value của a là 1.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 4: Lưu trữ dữ liệu với PHP và MySQL, Mục 4.1. Form dữ liệu.</p>
<p style="text-align:justify;">$m = array('a', 'b', 'c', 'd');</p><p style="text-align:justify;">echo array_pop($m);</p><p style="text-align:justify;">Kết quả hiện lên màn hình là gì?</p>	Lỗi chương trình.	d	a	NULL	d	<p><span style="font-weight: bold;">Đáp án đúng là</span>: d</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: array_pop in ra phần tử cuối cùng.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 4: Lưu trữ dữ liệu với PHP và MySQL, Mục 4.1. Form dữ liệu.</p>
<p style="text-align:justify;">$a = 5;</p><p style="text-align:justify;">$mess = "Gia tri cua a la: $a";</p><p style="text-align:justify;">echo substr($mess, 0, 3);</p><p style="text-align:justify;">Kết quả hiện lên màn hình là gì?</p>	la: 5	Gia tri cua a la: 5	Gia	Lỗi chương trình.	Gia	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Gia</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Lấy 3 ký tự đầu.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 4: Lưu trữ dữ liệu với PHP và MySQL, Mục 4.1. Form dữ liệu.</p>
<p style="text-align:justify;">Chạy chương trình sau hiển thị kết quả gì?</p><p style="text-align:justify;">class Number {</p><p style="text-align:justify;">&nbsp;&nbsp;&nbsp;&nbsp; public $a = 5;</p><p style="text-align:justify;">&nbsp;&nbsp;&nbsp;&nbsp; public function __construct($b) { $a = $b + 3; }</p><p style="text-align:justify;">}</p><p style="text-align:justify;">$num = new Number(8);</p><p style="text-align:justify;">echo $num-&gt;a;</p>	11	Lỗi chương trình.	8	5	5	<p><span style="font-weight: bold;">Đáp án đúng là</span>: 5</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Vẫn hiển thị giá trị ban đầu của $a ở phần định nghĩa. Giá trị $a không đổi.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 3: PHP và MySQL cơ bản, Mục 3.2.1. Biến, toán tử, cấu trúc lập trình với PHP.</p>
